,Company,Model,Body Type,Trim Level,Engine Name,Engine Fuel Type,Engine Transmission,Engine Power,Engine Efficiency,Engine Emission,Price 
2367,Land Rover,Range Rover Velar,5 door Estate,R-Dynamic HSE,2.0 D200 Auto,Diesel,Automatic,204 bhp,42.1 mpg,,64345
2368,Land Rover,Range Rover Velar,5 door Estate,HST,3.0 P400 Auto,Petrol,Automatic,400 bhp,27.9 mpg,,73710
2369,Land Rover,Range Rover Velar,5 door Estate,HST,3.0 D300 MHEV Auto,Diesel,Automatic,300 bhp,37 mpg,,69790
2370,Land Rover,Discovery,5 door 4x4,R-Dynamic S,3.0 D250 Auto,Diesel,Automatic,249 bhp,33.9 mpg,,60695
2371,Land Rover,Discovery,5 door 4x4,S,3.0 P360 Auto,Petrol,Automatic,360 bhp,26.4 mpg,,60775
2372,Land Rover,Discovery,5 door 4x4,S,3.0 D250 Auto,Diesel,Automatic,249 bhp,33.8 mpg,,57150
2373,Land Rover,Discovery,5 door 4x4,S,3.0 D300 Auto,Diesel,Automatic,300 bhp,33.7 mpg,,59990
2374,Land Rover,Discovery,5 door 4x4,R-Dynamic SE,3.0 P360 Auto,Petrol,Automatic,360 bhp,26.3 mpg,,67990
2375,Land Rover,Discovery,5 door 4x4,R-Dynamic SE,3.0 D250 Auto,Diesel,Automatic,249 bhp,33.5 mpg,,64365
2376,Land Rover,Discovery,5 door 4x4,R-Dynamic SE,3.0 D300 Auto,Diesel,Automatic,300 bhp,33.2 mpg,,67210
2377,Land Rover,Discovery,5 door 4x4,R-Dynamic HSE,3.0 P360 Auto,Petrol,Automatic,360 bhp,26 mpg,,72735
2378,Land Rover,Discovery,5 door 4x4,R-Dynamic HSE,3.0 D300 Auto,Diesel,Automatic,300 bhp,33.1 mpg,,71950
2379,Land Rover,Discovery,5 door 4x4,Metropolitan Edition,3.0 P360 Auto,Petrol,Automatic,360 bhp,25.9 mpg,,75980
2380,Land Rover,Discovery,5 door 4x4,Metropolitan Edition,3.0 D300 Auto,Diesel,Automatic,300 bhp,33 mpg,,75400
2381,Land Rover,Defender,3 door 4x4,Standard,5.0 P525 V8 90 Auto,Petrol,Automatic,525 bhp,19.3 mpg,,107925
2382,Land Rover,Defender,3 door 4x4,Carpathian Edition,5.0 P525 V8 90 Auto,Petrol,Automatic,525 bhp,19.3 mpg,,113385
2383,Land Rover,Defender,3 door 4x4,X-Dynamic SE,3.0 D250 90 Auto,Diesel,Automatic,249 bhp,32.8 mpg,,60600
2384,Land Rover,Defender,3 door 4x4,X-Dynamic SE,3.0 D250 90 Auto 6 Seat,Diesel,Automatic,249 bhp,34 mpg,,61480
2385,Land Rover,Defender,3 door 4x4,HSE,3.0 D250 90 Auto,Diesel,Automatic,249 bhp,32.6 mpg,,61835
2386,Land Rover,Defender,3 door 4x4,HSE,3.0 D250 90 Auto 6 Seat,Diesel,Automatic,249 bhp,34 mpg,,62715
2387,Land Rover,Defender,3 door 4x4,X-Dynamic HSE,3.0 D250 90 Auto,Diesel,Automatic,249 bhp,32.6 mpg,,64895
2388,Land Rover,Defender,3 door 4x4,X-Dynamic HSE,3.0 D250 90 Auto 6 Seat,Diesel,Automatic,249 bhp,34 mpg,,65775
2389,Land Rover,Defender,3 door 4x4,XS Edition,3.0 P400 90 Auto,Petrol,Automatic,400 bhp,24.7 mpg,,68470
2390,Land Rover,Defender,3 door 4x4,XS Edition,3.0 P400 90 Auto 6 Seat,Petrol,Automatic,400 bhp,24.3 mpg,,69285
2391,Land Rover,Defender,3 door 4x4,X,3.0 P400 90 Auto,Petrol,Automatic,400 bhp,24.7 mpg,219 g/km,85770
2392,Land Rover,Defender,3 door 4x4,X,3.0 P400 90 Auto 6 Seat,Petrol,Automatic,400 bhp,24.3 mpg,219 g/km,86585
2393,Land Rover,Defender,3 door 4x4,X,3.0 D300 90 Auto,Diesel,Automatic,300 bhp,32.4 mpg,,83600
2394,Land Rover,Defender,3 door 4x4,X,3.0 D300 90 Auto 6 Seat,Diesel,Automatic,300 bhp,33.6 mpg,,83850
2395,Land Rover,Defender,3 door 4x4,75th Limited Edition,3.0 D300 90 Auto,Diesel,Automatic,300 bhp,32.1 mpg,,85890
2396,Land Rover,Defender,5 door 4x4,Standard,5.0 P525 V8 110 Auto,Petrol,Automatic,525 bhp,19.1 mpg,,110995
2397,Land Rover,Defender,5 door 4x4,Carpathian Edition,5.0 P525 V8 110 Auto,Petrol,Automatic,525 bhp,19.1 mpg,,116460
2398,Land Rover,Defender,5 door 4x4,SE,3.0 D250 110 Auto,Diesel,Automatic,249 bhp,32.1 mpg,,63930
2399,Land Rover,Defender,5 door 4x4,SE,3.0 D250 110 Auto 6 Seat,Diesel,Automatic,249 bhp,32.1 mpg,,65375
2400,Land Rover,Defender,5 door 4x4,SE,3.0 D250 110 Auto 7 Seat,Diesel,Automatic,249 bhp,31.7 mpg,,67920
2401,Land Rover,Defender,5 door 4x4,SE,3.0 D300 110 Auto,Diesel,Automatic,300 bhp,32 mpg,,67600
2402,Land Rover,Defender,5 door 4x4,SE,3.0 D300 110 Auto 6 Seat,Diesel,Automatic,300 bhp,32.1 mpg,,69045
2403,Land Rover,Defender,5 door 4x4,SE,3.0 D300 110 Auto 7 Seat,Diesel,Automatic,300 bhp,32.1 mpg,,71590
2404,Land Rover,Defender,5 door 4x4,XS Edition,3.0 D250 110 Auto,Diesel,Automatic,249 bhp,32.1 mpg,,66625
2405,Land Rover,Defender,5 door 4x4,XS Edition,3.0 D250 110 Auto 7 Seat,Diesel,Automatic,249 bhp,31.7 mpg,,69000
2406,Land Rover,Defender,5 door 4x4,XS Edition,2.0 P400e 110 Auto,Petrol/PlugIn Elec Hybrid,Automatic,404 bhp,N/A,,75365
2407,Land Rover,Defender,5 door 4x4,XS Edition,3.0 P400 110 Auto,Petrol,Automatic,400 bhp,24.3 mpg,,72650
2408,Land Rover,Defender,5 door 4x4,XS Edition,3.0 P400 110 Auto 7 Seat,Petrol,Automatic,400 bhp,25.2 mpg,,75025
2409,Land Rover,Defender,5 door 4x4,X-Dynamic S,2.0 P400e 110 Auto,Petrol/PlugIn Elec Hybrid,Automatic,404 bhp,N/A,,72185
2410,Land Rover,Defender,5 door 4x4,X-Dynamic S,2.0 P400e 110 Auto 6 Seat,Petrol/PlugIn Elec Hybrid,Automatic,404 bhp,N/A,,73630
2411,Land Rover,Defender,5 door 4x4,X-Dynamic S,3.0 D250 110 Auto,Diesel,Automatic,249 bhp,32.4 mpg,,62300
2412,Land Rover,Defender,5 door 4x4,X-Dynamic S,3.0 D250 110 Auto 6 Seat,Diesel,Automatic,249 bhp,32.1 mpg,,63745
2413,Land Rover,Defender,5 door 4x4,X-Dynamic S,3.0 D250 110 Auto 7 Seat,Diesel,Automatic,249 bhp,31.7 mpg,,66290
2414,Land Rover,Defender,5 door 4x4,X-Dynamic S,3.0 D300 110 Auto,Diesel,Automatic,300 bhp,32.3 mpg,,66095
2415,Land Rover,Defender,5 door 4x4,X-Dynamic S,3.0 D300 110 Auto 6 Seat,Diesel,Automatic,300 bhp,32.1 mpg,,67540
2416,Land Rover,Defender,5 door 4x4,X-Dynamic S,3.0 D300 110 Auto 7 Seat,Diesel,Automatic,300 bhp,32.1 mpg,,70085
2417,Land Rover,Defender,5 door 4x4,X-Dynamic SE,2.0 P400e 110 Auto,Petrol/PlugIn Elec Hybrid,Automatic,404 bhp,N/A,,77115
2418,Land Rover,Defender,5 door 4x4,X-Dynamic SE,2.0 P400e 110 Auto 6 Seat,Petrol/PlugIn Elec Hybrid,Automatic,404 bhp,N/A,,78560
2419,Land Rover,Defender,5 door 4x4,X-Dynamic SE,3.0 P300 130 Auto,Petrol,Automatic,300 bhp,N/A,,73775
2420,Land Rover,Defender,5 door 4x4,X-Dynamic SE,3.0 P300 130 Auto 8 Seat,Petrol,Automatic,300 bhp,24.5 mpg,,73775
2421,Land Rover,Defender,5 door 4x4,X-Dynamic SE,3.0 P400 130 Auto,Petrol,Automatic,400 bhp,24.8 mpg,,80190
2422,Land Rover,Defender,5 door 4x4,X-Dynamic SE,3.0 P400 130 Auto 8 Seat,Petrol,Automatic,400 bhp,24.5 mpg,,80190
2423,Land Rover,Defender,5 door 4x4,X-Dynamic SE,3.0 D250 110 Auto,Diesel,Automatic,249 bhp,32.1 mpg,,66990
2424,Land Rover,Defender,5 door 4x4,X-Dynamic SE,3.0 D250 110 Auto 6 Seat,Diesel,Automatic,249 bhp,32.1 mpg,,68435
2425,Land Rover,Defender,5 door 4x4,X-Dynamic SE,3.0 D250 110 Auto 7 Seat,Diesel,Automatic,249 bhp,31.7 mpg,,70980
2426,Land Rover,Defender,5 door 4x4,X-Dynamic SE,3.0 D300 110 Auto,Diesel,Automatic,300 bhp,32 mpg,,70660
2427,Land Rover,Defender,5 door 4x4,X-Dynamic SE,3.0 D300 110 Auto 6 Seat,Diesel,Automatic,300 bhp,32.1 mpg,,72105
2428,Land Rover,Defender,5 door 4x4,X-Dynamic SE,3.0 D300 110 Auto 7 Seat,Diesel,Automatic,300 bhp,32.5 mpg,,74650
2429,Land Rover,Defender,5 door 4x4,X-Dynamic SE,3.0 D300 130 Auto,Diesel,Automatic,300 bhp,32.1 mpg,,78450
2430,Land Rover,Defender,5 door 4x4,X-Dynamic SE,3.0 D300 130 Auto 8 Seat,Diesel,Automatic,300 bhp,31.6 mpg,,78450
2431,Land Rover,Defender,5 door 4x4,HSE,3.0 P300 130 Auto,Petrol,Automatic,300 bhp,N/A,,75500
2432,Land Rover,Defender,5 door 4x4,HSE,3.0 P300 130 Auto 8 Seat,Petrol,Automatic,300 bhp,24.5 mpg,,75500
2433,Land Rover,Defender,5 door 4x4,HSE,3.0 D250 110 Auto,Diesel,Automatic,249 bhp,32.1 mpg,,66740
2434,Land Rover,Defender,5 door 4x4,HSE,3.0 D250 110 Auto 6 Seat,Diesel,Automatic,249 bhp,31.7 mpg,,67555
2435,Land Rover,Defender,5 door 4x4,HSE,3.0 D250 110 Auto 7 Seat,Diesel,Automatic,249 bhp,31.7 mpg,,70730
2436,Land Rover,Defender,5 door 4x4,HSE,3.0 D300 110 Auto,Diesel,Automatic,300 bhp,32 mpg,,70415
2437,Land Rover,Defender,5 door 4x4,HSE,3.0 D300 110 Auto 6 Seat,Diesel,Automatic,300 bhp,32.1 mpg,,71230
2438,Land Rover,Defender,5 door 4x4,HSE,3.0 D300 110 Auto 7 Seat,Diesel,Automatic,300 bhp,31.7 mpg,,74405
2439,Land Rover,Defender,5 door 4x4,HSE,3.0 D300 130 Auto,Diesel,Automatic,300 bhp,32.1 mpg,,80175
2440,Land Rover,Defender,5 door 4x4,HSE,3.0 D300 130 Auto 8 Seat,Diesel,Automatic,300 bhp,31.6 mpg,,80175
2441,Land Rover,Defender,5 door 4x4,X-Dynamic HSE,2.0 P400e 110 Auto,Petrol/PlugIn Elec Hybrid,Automatic,404 bhp,N/A,,79930
2442,Land Rover,Defender,5 door 4x4,X-Dynamic HSE,2.0 P400e 110 Auto 6 Seat,Petrol/PlugIn Elec Hybrid,Automatic,404 bhp,N/A,,80745
2443,Land Rover,Defender,5 door 4x4,X-Dynamic HSE,3.0 P300 130 Auto,Petrol,Automatic,300 bhp,24.8 mpg,,78655
2444,Land Rover,Defender,5 door 4x4,X-Dynamic HSE,3.0 P300 130 Auto 8 Seat,Petrol,Automatic,300 bhp,24.5 mpg,,78655
2445,Land Rover,Defender,5 door 4x4,X-Dynamic HSE,3.0 P400 130 Auto,Petrol,Automatic,400 bhp,24.8 mpg,,85060
2446,Land Rover,Defender,5 door 4x4,X-Dynamic HSE,3.0 P400 130 Auto 8 St,Petrol,Automatic,400 bhp,24.5 mpg,,85060
2447,Land Rover,Defender,5 door 4x4,X-Dynamic HSE,3.0 D250 110 Auto,Diesel,Automatic,249 bhp,32.1 mpg,,69800
2448,Land Rover,Defender,5 door 4x4,X-Dynamic HSE,3.0 D250 110 Auto 6 Seat,Diesel,Automatic,249 bhp,32.1 mpg,,70615
2449,Land Rover,Defender,5 door 4x4,X-Dynamic HSE,3.0 D250 110 Auto 7 Seat,Diesel,Automatic,249 bhp,31.7 mpg,,73790
2450,Land Rover,Defender,5 door 4x4,X-Dynamic HSE,3.0 D300 110 Auto,Diesel,Automatic,300 bhp,31.9 mpg,,73475
2451,Land Rover,Defender,5 door 4x4,X-Dynamic HSE,3.0 D300 110 Auto 6 Seat,Diesel,Automatic,300 bhp,32.1 mpg,,74290
2452,Land Rover,Defender,5 door 4x4,X-Dynamic HSE,3.0 D300 110 Auto 7 Seat,Diesel,Automatic,300 bhp,31.7 mpg,,77465
2453,Land Rover,Defender,5 door 4x4,X-Dynamic HSE,3.0 D300 130 Auto,Diesel,Automatic,300 bhp,32.8 mpg,,83330
2454,Land Rover,Defender,5 door 4x4,X-Dynamic HSE,3.0 D300 130 Auto 8 Seat,Diesel,Automatic,300 bhp,31.6 mpg,,83330
2455,Land Rover,Defender,5 door 4x4,First Edition,3.0 P400 130 Auto 8 Seat,Petrol,Automatic,400 bhp,24.5 mpg,,84240
2456,Land Rover,Defender,5 door 4x4,First Edition,3.0 D300 130 Auto 8 Seat,Diesel,Automatic,300 bhp,31.5 mpg,,82505
2457,Land Rover,Defender,5 door 4x4,75th Limited Edition,3.0 D300 110 Auto,Diesel,Automatic,300 bhp,30.9 mpg,,89890
2458,Land Rover,Defender,5 door 4x4,75th Limited Edition,2.0 P400e 110 Auto,Petrol/PlugIn Elec Hybrid,Automatic,404 bhp,N/A,,93980
2459,Land Rover,Defender,5 door 4x4,X,2.0 P400e 110 Auto,Petrol/PlugIn Elec Hybrid,Automatic,404 bhp,N/A,,91805
2460,Land Rover,Defender,5 door 4x4,X,2.0 P400e 110 Auto 6 Seat,Petrol/PlugIn Elec Hybrid,Automatic,404 bhp,N/A,,92620
2461,Land Rover,Defender,5 door 4x4,X,3.0 P400 110 Auto,Petrol,Automatic,400 bhp,24.2 mpg,220 g/km,90075
2462,Land Rover,Defender,5 door 4x4,X,3.0 P400 110 Auto 6 Seat,Petrol,Automatic,400 bhp,25.2 mpg,220 g/km,90890
2463,Land Rover,Defender,5 door 4x4,X,3.0 P400 110 Auto 7 Seat,Petrol,Automatic,400 bhp,25.2 mpg,220 g/km,92700
2464,Land Rover,Defender,5 door 4x4,X,3.0 P400 130 Auto,Petrol,Automatic,400 bhp,24.8 mpg,,100525
2465,Land Rover,Defender,5 door 4x4,X,3.0 P400 130 Auto 8 Seat,Petrol,Automatic,400 bhp,24.5 mpg,,100525
2466,Land Rover,Defender,5 door 4x4,X,3.0 D300 110 Auto,Diesel,Automatic,300 bhp,31.9 mpg,,87905
2467,Land Rover,Defender,5 door 4x4,X,3.0 D300 110 Auto 6 Seat,Diesel,Automatic,300 bhp,32.1 mpg,,88720
2468,Land Rover,Defender,5 door 4x4,X,3.0 D300 110 Auto 7 Seat,Diesel,Automatic,300 bhp,31.7 mpg,,90530
2469,Land Rover,Defender,5 door 4x4,X,3.0 D300 130 Auto,Diesel,Automatic,300 bhp,32.1 mpg,,98295
2470,Land Rover,Defender,5 door 4x4,X,3.0 D300 130 Auto 8 Seat,Diesel,Automatic,300 bhp,31.5 mpg,,98295
2471,Land Rover,Range Rover Sport,5 door 4x4,First Edition,3.0 P510e Auto,Petrol/PlugIn Elec Hybrid,Automatic,510 bhp,N/A,,112040
2472,Land Rover,Range Rover Sport,5 door 4x4,First Edition,4.4 P530 V8 Auto,Petrol,Automatic,530 bhp,24.5 mpg,,116070
2473,Land Rover,Range Rover Sport,5 door 4x4,First Edition,3.0 D350 Auto,Diesel,Automatic,350 bhp,36.4 mpg,,102610
2474,Land Rover,Range Rover Sport,5 door 4x4,SE,3.0 P440e Auto,Petrol/PlugIn Elec Hybrid,Automatic,440 bhp,N/A,,84530
2475,Land Rover,Range Rover Sport,5 door 4x4,SE,3.0 D300 Auto,Diesel,Automatic,300 bhp,37.2 mpg,,80250
2476,Land Rover,Range Rover Sport,5 door 4x4,Dynamic SE,3.0 P400 Auto,Petrol,Automatic,400 bhp,29.6 mpg,,87320
2477,Land Rover,Range Rover Sport,5 door 4x4,Dynamic SE,3.0 P440e Auto,Petrol/PlugIn Elec Hybrid,Automatic,440 bhp,N/A,,87530
2478,Land Rover,Range Rover Sport,5 door 4x4,Dynamic SE,3.0 D300 Auto,Diesel,Automatic,300 bhp,37.4 mpg,,83250
2479,Land Rover,Range Rover Sport,5 door 4x4,Autobiography,3.0 P400 Auto,Petrol,Automatic,400 bhp,29.2 mpg,,99060
2480,Land Rover,Range Rover Sport,5 door 4x4,Autobiography,3.0 P440e Auto,Petrol/PlugIn Elec Hybrid,Automatic,440 bhp,N/A,,99270
2481,Land Rover,Range Rover Sport,5 door 4x4,Autobiography,3.0 P510e Auto,Petrol/PlugIn Elec Hybrid,Automatic,510 bhp,N/A,,108600
2482,Land Rover,Range Rover Sport,5 door 4x4,Autobiography,3.0 D300 Auto,Diesel,Automatic,300 bhp,36.7 mpg,,94990
2483,Land Rover,Range Rover Sport,5 door 4x4,Autobiography,3.0 D350 Auto,Diesel,Automatic,350 bhp,36.7 mpg,,99170
2484,Land Rover,Range Rover,4 door 4x4,SE,3.0 P400 Auto,Petrol,Automatic,400 bhp,29.3 mpg,,102900
2485,Land Rover,Range Rover,4 door 4x4,SE,3.0 P400 LWB Auto 7 Seat,Petrol,Automatic,400 bhp,28.8 mpg,,108100
2486,Land Rover,Range Rover,4 door 4x4,SE,3.0 P440e Auto,Petrol/PlugIn Elec Hybrid,Automatic,440 bhp,N/A,,108385
2487,Land Rover,Range Rover,4 door 4x4,SE,3.0 D300 Auto,Diesel,Automatic,300 bhp,36.7 mpg,,99300
2488,Land Rover,Range Rover,4 door 4x4,SE,3.0 D350 Auto,Diesel,Automatic,350 bhp,36.5 mpg,,102400
2489,Land Rover,Range Rover,4 door 4x4,SE,3.0 D350 LWB Auto 7 Seat,Diesel,Automatic,350 bhp,35.6 mpg,,107600
2490,Land Rover,Range Rover,4 door 4x4,HSE,3.0 P400 Auto,Petrol,Automatic,400 bhp,29.1 mpg,,109200
2491,Land Rover,Range Rover,4 door 4x4,HSE,3.0 P400 LWB Auto 7 Seat,Petrol,Automatic,400 bhp,28.5 mpg,,114400
2492,Land Rover,Range Rover,4 door 4x4,HSE,3.0 P440e Auto,Petrol/PlugIn Elec Hybrid,Automatic,440 bhp,N/A,,114325
2493,Land Rover,Range Rover,4 door 4x4,HSE,3.0 D300 Auto,Diesel,Automatic,300 bhp,36.2 mpg,,105600
2494,Land Rover,Range Rover,4 door 4x4,HSE,3.0 D350 Auto,Diesel,Automatic,350 bhp,36.1 mpg,,108700
2495,Land Rover,Range Rover,4 door 4x4,HSE,3.0 D350 LWB Auto 7 Seat,Diesel,Automatic,350 bhp,35.2 mpg,,113900
2496,Land Rover,Range Rover,4 door 4x4,Autobiography,3.0 P400 Auto,Petrol,Automatic,400 bhp,28.8 mpg,,122800
2497,Land Rover,Range Rover,4 door 4x4,Autobiography,3.0 P400 LWB Auto,Petrol,Automatic,400 bhp,28.6 mpg,,125400
2498,Land Rover,Range Rover,4 door 4x4,Autobiography,3.0 P400 LWB Auto 7 Seat,Petrol,Automatic,400 bhp,28.5 mpg,,124235
2499,Land Rover,Range Rover,4 door 4x4,Autobiography,4.4 P530 V8 Auto,Petrol,Automatic,530 bhp,24.3 mpg,,137700
2500,Land Rover,Range Rover,4 door 4x4,Autobiography,4.4 P530 V8 LWB Auto,Petrol,Automatic,530 bhp,24.1 mpg,,140300
2501,Land Rover,Range Rover,4 door 4x4,Autobiography,4.4 P530 V8 LWB Auto 7 Seat,Petrol,Automatic,530 bhp,24 mpg,,139700
2502,Land Rover,Range Rover,4 door 4x4,Autobiography,3.0 P440e Auto,Petrol/PlugIn Elec Hybrid,Automatic,440 bhp,N/A,,127665
2503,Land Rover,Range Rover,4 door 4x4,Autobiography,3.0 P440e LWB Auto,Petrol/PlugIn Elec Hybrid,Automatic,440 bhp,N/A,,130235
2504,Land Rover,Range Rover,4 door 4x4,Autobiography,3.0 P510e Auto,Petrol/PlugIn Elec Hybrid,Automatic,510 bhp,N/A,,131355
2505,Land Rover,Range Rover,4 door 4x4,Autobiography,3.0 D300 Auto,Diesel,Automatic,300 bhp,35.8 mpg,,119200
2506,Land Rover,Range Rover,4 door 4x4,Autobiography,3.0 D350 Auto,Diesel,Automatic,350 bhp,35.6 mpg,,122300
2507,Land Rover,Range Rover,4 door 4x4,Autobiography,3.0 D350 LWB Auto,Diesel,Automatic,350 bhp,35.3 mpg,,124900
2508,Land Rover,Range Rover,4 door 4x4,Autobiography,3.0 D350 LWB Auto 7 Seat,Diesel,Automatic,350 bhp,35.1 mpg,,124300
2509,Land Rover,Range Rover,4 door 4x4,First Edition,4.4 P530 V8 Auto,Petrol,Automatic,530 bhp,24.2 mpg,,143800
2510,Land Rover,Range Rover,4 door 4x4,First Edition,4.4 P530 V8 LWB Auto,Petrol,Automatic,530 bhp,24 mpg,,146200
2511,Land Rover,Range Rover,4 door 4x4,First Edition,3.0 P440e Auto,Petrol/PlugIn Elec Hybrid,Automatic,440 bhp,N/A,,132005
2512,Land Rover,Range Rover,4 door 4x4,First Edition,3.0 P440e LWB Auto,Petrol/PlugIn Elec Hybrid,Automatic,440 bhp,N/A,,131655
2513,Land Rover,Range Rover,4 door 4x4,First Edition,3.0 P510e Auto,Petrol/PlugIn Elec Hybrid,Automatic,510 bhp,N/A,,132955
2514,Land Rover,Range Rover,4 door 4x4,First Edition,3.0 D350 Auto,Diesel,Automatic,350 bhp,35.1 mpg,,128400
2515,Land Rover,Range Rover,4 door 4x4,First Edition,3.0 D350 LWB Auto,Diesel,Automatic,350 bhp,34.8 mpg,,130700
2516,Land Rover,Range Rover,4 door 4x4,SV,4.4 P530 V8 Auto,Petrol,Automatic,530 bhp,24.3 mpg,,161200
2517,Land Rover,Range Rover,4 door 4x4,SV,4.4 P530 V8 LWB Auto,Petrol,Automatic,530 bhp,24.1 mpg,,181600
2518,Land Rover,Range Rover,4 door 4x4,SV,4.4 P530 V8 LWB Auto Signature Suite,Petrol,Automatic,530 bhp,24.1 mpg,,197000
2519,Land Rover,Range Rover,4 door 4x4,SV,3.0 P510e Auto,Petrol/PlugIn Elec Hybrid,Automatic,510 bhp,N/A,,154300
2520,Land Rover,Range Rover,4 door 4x4,SV,3.0 D350 Auto,Diesel,Automatic,350 bhp,35.7 mpg,,151100
2521,Land Rover,Range Rover,4 door 4x4,SV,3.0 D350 LWB Auto,Diesel,Automatic,350 bhp,35.3 mpg,,171500
2522,Land Rover,Range Rover,4 door 4x4,SV,3.0 D350 LWB Auto Signature Suite,Diesel,Automatic,350 bhp,35.3 mpg,,186900
2523,Lexus,UX,5 door Hatchback,Standard,250h 2.0 CVT without Nav,Petrol/Electric Hybrid,Automatic,184 bhp,53.2 mpg,120 g/km,34740
2524,Lexus,UX,5 door Hatchback,Standard,250h 2.0 CVT 17in Alloys/Premium Pack/Nav,Petrol/Electric Hybrid,Automatic,184 bhp,53.2 mpg,,36740
2525,Lexus,UX,5 door Hatchback,Standard,250h 2.0 CVT Premium Pack/Nav,Petrol/Electric Hybrid,Automatic,184 bhp,51.3 mpg,124 g/km,37340
2526,Lexus,UX,5 door Hatchback,Standard,250h 2.0 CVT Premium Pack/Tahara Leather/LDA,Petrol/Electric Hybrid,Automatic,184 bhp,51.3 mpg,,38590
2527,Lexus,UX,5 door Hatchback,Standard,250h 2.0 CVT Premium Plus,Petrol/Electric Hybrid,Automatic,184 bhp,51.3 mpg,125 g/km,40630
2528,Lexus,UX,5 door Hatchback,Standard,250h 2.0 CVT Premium Plus/Sunroof,Petrol/Electric Hybrid,Automatic,184 bhp,51.3 mpg,125 g/km,41380
2529,Lexus,UX,5 door Hatchback,Standard,250h E4 2.0 CVT Premium Plus/Sunroof,Petrol/Electric Hybrid,Automatic,184 bhp,47 mpg,135 g/km,42730
2530,Lexus,UX,5 door Hatchback,Standard,300e 150kW 54.3 kWh E-CVT,Electric,Automatic,204 bhp,N/A,0 g/km,44195
2531,Lexus,UX,5 door Hatchback,Standard,300e 150kW 54.3 kWh E-CVT Premium Plus Pack,Electric,Automatic,204 bhp,N/A,0 g/km,47695
2532,Lexus,UX,5 door Hatchback,Standard,300e 150kW 72.8 kWh E-CVT,Electric,Automatic,204 bhp,N/A,0 g/km,47495
2533,Lexus,UX,5 door Hatchback,Standard,300e 150kW 72.8 kWh E-CVT Premium Plus Pack,Electric,Automatic,204 bhp,N/A,0 g/km,50995
2534,Lexus,UX,5 door Hatchback,Standard,300e 150kW 72.8 kWh E-CVT Premium+Pk/18Alloy,Electric,Automatic,204 bhp,N/A,0 g/km,51745
2535,Lexus,UX,5 door Hatchback,Standard,300e 150kW Takumi 72.8 kWh E-CVT,Electric,Automatic,204 bhp,N/A,0 g/km,57095
2536,Lexus,UX,5 door Hatchback,F-Sport Design,250h 2.0 CVT,Petrol/Electric Hybrid,Automatic,184 bhp,51.3 mpg,,36940
2537,Lexus,UX,5 door Hatchback,F-Sport,250h 2.0 CVT Premium Plus,Petrol/Electric Hybrid,Automatic,184 bhp,50.4 mpg,127 g/km,42740
2538,Lexus,UX,5 door Hatchback,F-Sport,250h 2.0 CVT Premium Plus/Sunroof,Petrol/Electric Hybrid,Automatic,184 bhp,50.4 mpg,127 g/km,43490
2539,Lexus,UX,5 door Hatchback,F-Sport,250h 2.0 CVT Takumi Pack,Petrol/Electric Hybrid,Automatic,184 bhp,50.4 mpg,128 g/km,47240
2540,Lexus,UX,5 door Hatchback,F-Sport,250h E4 2.0 CVT Premium Plus/Sunroof,Petrol/Electric Hybrid,Automatic,184 bhp,47 mpg,136 g/km,44840
2541,Lexus,UX,5 door Hatchback,F-Sport,250h E4 2.0 CVT Takumi Pack,Petrol/Electric Hybrid,Automatic,184 bhp,47 mpg,137 g/km,48590
2542,Lexus,UX,5 door Hatchback,Takumi,250h 2.0 CVT,Petrol/Electric Hybrid,Automatic,184 bhp,50.4 mpg,126 g/km,46740
2543,Lexus,UX,5 door Hatchback,Takumi,250h E4 2.0 CVT,Petrol/Electric Hybrid,Automatic,184 bhp,47 mpg,136 g/km,48090
2544,Lexus,ES,4 door Saloon,Standard,300h 2.5 CVT Premium Edition,Petrol/Electric Hybrid,Automatic,218 bhp,55.4 mpg,,39970
2545,Lexus,ES,4 door Saloon,Standard,300h 2.5 CVT Premium Pack,Petrol/Electric Hybrid,Automatic,218 bhp,54.3 mpg,,47960
2546,Lexus,ES,4 door Saloon,F-Sport,300h 2.5 CVT,Petrol/Electric Hybrid,Automatic,218 bhp,54.3 mpg,,47085
2547,Lexus,ES,4 door Saloon,F-Sport,300h 2.5 CVT Tech/Safety Pack,Petrol/Electric Hybrid,Automatic,218 bhp,50.4 mpg,,43980
2548,Lexus,ES,4 door Saloon,F-Sport,300h 2.5 CVT Takumi Pack,Petrol/Electric Hybrid,Automatic,218 bhp,53.3 mpg,,51610
2549,Lexus,ES,4 door Saloon,Takumi,300h 2.5 CVT,Petrol/Electric Hybrid,Automatic,218 bhp,54.3 mpg,,56335
2550,Lexus,NX,5 door Estate,Standard,450h+ 2.5 E-CVT Premium Pack,Petrol/PlugIn Elec Hybrid,Automatic,306 bhp,N/A,,53300
2551,Lexus,NX,5 door Estate,Standard,450h+ 2.5 E-CVT Premium Pack/Sunroof,Petrol/PlugIn Elec Hybrid,Automatic,306 bhp,N/A,,54300
2552,Lexus,NX,5 door Estate,Standard,450h+ 2.5 E-CVT Premium Pack/Lexus link pro,Petrol/PlugIn Elec Hybrid,Automatic,306 bhp,N/A,,54250
2553,Lexus,NX,5 door Estate,Standard,450h+ 2.5 E-CVT Prem Pk/Lexus link/Sun roof,Petrol/PlugIn Elec Hybrid,Automatic,306 bhp,N/A,,55250
